time,Thermo Ch 5,Heater Ch 1
2026-05-05 18:30:00+00,10.25,0
2026-05-05 18:30:01+00,10.25,0
2026-05-05 18:30:02+00,10.25,0
2026-05-05 18:30:03+00,10.25,0
2026-05-05 18:30:04+00,10.25,0
2026-05-05 18:30:05+00,10.240000000000009,0
2026-05-05 18:30:06+00,10.240000000000009,0
2026-05-05 18:30:07+00,10.25,0
2026-05-05 18:30:08+00,10.240000000000009,45.516
2026-05-05 18:30:09+00,10.240000000000009,48.468
2026-05-05 18:30:10+00,10.25,48.324
2026-05-05 18:30:11+00,10.270000000000039,48.216
2026-05-05 18:30:12+00,10.310000000000002,48.144
2026-05-05 18:30:13+00,10.370000000000005,35.123
2026-05-05 18:30:14+00,10.439999999999998,29.301
2026-05-05 18:30:15+00,10.520000000000039,0
2026-05-05 18:30:16+00,10.610000000000014,0
2026-05-05 18:30:17+00,10.700000000000045,0
2026-05-05 18:30:18+00,10.79000000000002,0
2026-05-05 18:30:19+00,10.860000000000014,0.037
2026-05-05 18:30:20+00,10.930000000000007,3.492
2026-05-05 18:30:21+00,10.990000000000009,11.107
2026-05-05 18:30:22+00,11.04000000000002,17.439
2026-05-05 18:30:23+00,11.080000000000041,18.057
2026-05-05 18:30:24+00,11.120000000000005,32.066
2026-05-05 18:30:25+00,11.160000000000025,32.133
2026-05-05 18:30:26+00,11.200000000000045,24.51
2026-05-05 18:30:27+00,11.260000000000048,31.447
2026-05-05 18:30:28+00,11.32000000000005,16.376
2026-05-05 18:30:29+00,11.370000000000005,15.895
2026-05-05 18:30:30+00,11.439999999999998,23.093
2026-05-05 18:30:31+00,11.5,15.68
2026-05-05 18:30:32+00,11.560000000000002,9.289
2026-05-05 18:30:33+00,11.629999999999995,13.384
2026-05-05 18:30:34+00,11.689999999999998,6.564
2026-05-05 18:30:35+00,11.75,10.695
2026-05-05 18:30:36+00,11.79000000000002,15.938
2026-05-05 18:30:37+00,11.830000000000041,12.843
2026-05-05 18:30:38+00,11.870000000000005,18.395
2026-05-05 18:30:39+00,11.920000000000016,17.776
2026-05-05 18:30:40+00,11.950000000000045,18.026
2026-05-05 18:30:41+00,11.980000000000018,32.011
2026-05-05 18:30:42+00,12.020000000000039,17.146
2026-05-05 18:30:43+00,12.07000000000005,31.253
2026-05-05 18:30:44+00,12.129999999999995,24.254
2026-05-05 18:30:45+00,12.170000000000016,15.434
2026-05-05 18:30:46+00,12.210000000000036,15.017
2026-05-05 18:30:47+00,12.270000000000039,6.864
2026-05-05 18:30:48+00,12.330000000000041,5.906
2026-05-05 18:30:49+00,12.379999999999995,0
2026-05-05 18:30:50+00,12.410000000000025,0
2026-05-05 18:30:51+00,12.450000000000045,9.547
2026-05-05 18:30:52+00,12.5,20.846
2026-05-05 18:30:53+00,12.520000000000039,19.14
2026-05-05 18:30:54+00,12.54000000000002,18.468
2026-05-05 18:30:55+00,12.590000000000032,20.654
2026-05-05 18:30:56+00,12.620000000000005,25.897
2026-05-05 18:30:57+00,12.640000000000043,30.296
