time,Channel 1,Pin 1 Duty Cycle,Pin 1 Power (W)
2026-03-24 17:27:25+00,281.178,93.99999999999409,23.68799999999851
2026-03-24 17:27:30+00,281.196,91.59999999999627,23.08319999999906
2026-03-24 17:27:35+00,281.214,87.19999999999573,21.974399999998923
2026-03-24 17:27:40+00,281.238,82.39999999999327,20.764799999998303
2026-03-24 17:27:45+00,281.262,77.99999999999727,19.655999999999313
2026-03-24 17:27:50+00,281.28599999999994,73.599999999999,18.547199999999744
2026-03-24 17:27:55+00,281.308,69.1999999999939,17.438399999998463
2026-03-24 17:28:00+00,281.328,65.19999999999754,16.430399999999384
2026-03-24 17:28:05+00,281.342,61.199999999996635,15.422399999999152
2026-03-24 17:28:10+00,281.354,59.19999999999163,14.918399999997892
2026-03-24 17:28:15+00,281.36,57.999999999992724,14.615999999998166
2026-03-24 17:28:20+00,281.36,57.999999999992724,14.615999999998166
2026-03-24 17:28:25+00,281.358,57.999999999992724,14.615999999998166
2026-03-24 17:28:30+00,281.35,59.59999999999127,15.0191999999978
2026-03-24 17:28:35+00,281.33599999999996,62.40000000000009,15.724800000000021
2026-03-24 17:28:40+00,281.31399999999996,65.99999999999682,16.6319999999992
2026-03-24 17:28:45+00,281.29,71.19999999999209,17.942399999998003
2026-03-24 17:28:50+00,281.27,76.39999999999873,19.252799999999677
2026-03-24 17:28:55+00,281.248,80.39999999999509,20.26079999999876
2026-03-24 17:29:00+00,281.22200000000004,84.79999999999109,21.369599999997753
2026-03-24 17:29:05+00,281.2,89.59999999999809,22.57919999999952
2026-03-24 17:29:10+00,281.18,93.59999999999445,23.5871999999986
2026-03-24 17:29:15+00,281.16600000000005,96.79999999999154,24.393599999997868
2026-03-24 17:29:20+00,281.16,97.99999999999045,24.695999999997593
2026-03-24 17:29:25+00,281.16,97.99999999999045,24.695999999997593
2026-03-24 17:29:30+00,281.16600000000005,97.19999999999118,24.494399999997775
2026-03-24 17:29:35+00,281.17600000000004,94.79999999999336,23.889599999998325
2026-03-24 17:29:40+00,281.194,91.19999999999663,22.98239999999915
2026-03-24 17:29:45+00,281.212,88.39999999999691,22.27679999999922
2026-03-24 17:29:50+00,281.23400000000004,83.59999999999218,21.06719999999803
2026-03-24 17:29:55+00,281.258,78.39999999999691,19.75679999999922
2026-03-24 17:30:00+00,281.282,73.59999999999673,18.547199999999172
2026-03-24 17:30:05+00,281.306,69.59999999999354,17.539199999998374
2026-03-24 17:30:10+00,281.33,64.39999999999827,16.228799999999563
2026-03-24 17:30:15+00,281.346,61.59999999999627,15.52319999999906
2026-03-24 17:30:20+00,281.36,57.59999999999309,14.51519999999826
2026-03-24 17:30:25+00,281.36800000000005,56.39999999999418,14.212799999998532
2026-03-24 17:30:30+00,281.37600000000003,55.19999999999527,13.910399999998807
2026-03-24 17:30:35+00,281.36400000000003,56.39999999999418,14.212799999998532
2026-03-24 17:30:40+00,281.358,58.39999999999236,14.716799999998074
2026-03-24 17:30:45+00,281.342,61.19999999999436,15.422399999998579
2026-03-24 17:30:50+00,281.32399999999996,64.39999999999827,16.228799999999563
2026-03-24 17:30:55+00,281.302,68.39999999999463,17.236799999998645
2026-03-24 17:31:00+00,281.27599999999995,73.99999999999864,18.647999999999655
2026-03-24 17:31:05+00,281.256,78.79999999999654,19.85759999999913
2026-03-24 17:31:10+00,281.23,83.99999999999181,21.16799999999794
2026-03-24 17:31:15+00,281.208,87.19999999999573,21.974399999998923
2026-03-24 17:31:20+00,281.19,91.19999999999663,22.982399999999153
2026-03-24 17:31:25+00,281.178,94.79999999999336,23.889599999998325
2026-03-24 17:31:30+00,281.168,95.59999999999263,24.09119999999814
2026-03-24 17:31:35+00,281.168,96.79999999999154,24.393599999997868
2026-03-24 17:31:40+00,281.168,96.3999999999919,24.292799999997957
2026-03-24 17:31:45+00,281.182,93.19999999999482,23.486399999998696
2026-03-24 17:31:50+00,281.196,91.19999999999663,22.982399999999153
2026-03-24 17:31:55+00,281.214,87.99999999999727,22.175999999999313
2026-03-24 17:32:00+00,281.24,83.19999999999254,20.96639999999812
2026-03-24 17:32:05+00,281.26599999999996,77.59999999999764,19.555199999999406
2026-03-24 17:32:10+00,281.292,71.99999999999363,18.143999999998393
2026-03-24 17:32:15+00,281.318,66.39999999999645,16.732799999999106
2026-03-24 17:32:20+00,281.342,61.99999999999591,15.623999999998968
2026-03-24 17:32:25+00,281.36400000000003,57.999999999992724,14.615999999998166
2026-03-24 17:32:30+00,281.378,54.399999999996,13.708799999998991
2026-03-24 17:32:35+00,281.38800000000003,52.79999999999745,13.305599999999359
2026-03-24 17:32:40+00,281.38800000000003,52.39999999999782,13.204799999999448
2026-03-24 17:32:45+00,281.38199999999995,52.79999999999745,13.305599999999355
2026-03-24 17:32:50+00,281.36800000000005,55.99999999999454,14.111999999998625
2026-03-24 17:32:55+00,281.35200000000003,58.799999999991996,14.817599999997984
2026-03-24 17:33:00+00,281.33,63.999999999998636,16.127999999999656
2026-03-24 17:33:05+00,281.306,68.39999999999463,17.236799999998645
2026-03-24 17:33:10+00,281.274,74.399999999996,18.74879999999899
2026-03-24 17:33:15+00,281.248,80.39999999999509,20.26079999999876
2026-03-24 17:33:20+00,281.218,85.99999999999227,21.671999999998054
2026-03-24 17:33:25+00,281.192,89.99999999999773,22.679999999999428
2026-03-24 17:33:30+00,281.17400000000004,95.199999999993,23.990399999998235
2026-03-24 17:33:35+00,281.158,97.99999999999272,24.69599999999817
2026-03-24 17:33:40+00,281.15,99.59999999999809,25.09919999999952
2026-03-24 17:33:45+00,281.14799999999997,100,25.2
2026-03-24 17:33:50+00,281.154,98.79999999999427,24.897599999998555
2026-03-24 17:33:55+00,281.16400000000004,98.79999999999427,24.897599999998555
2026-03-24 17:34:00+00,281.18,95.199999999993,23.990399999998235
2026-03-24 17:34:05+00,281.194,90.799999999997,22.881599999999242
2026-03-24 17:34:10+00,281.216,87.59999999999536,22.075199999998834
2026-03-24 17:34:15+00,281.24,83.19999999999254,20.966399999998117
2026-03-24 17:34:20+00,281.2625,77.99999999999727,19.655999999999313
2026-03-24 17:34:25+00,281.284,73.99999999999864,18.64799999999965
2026-03-24 17:34:30+00,281.304,69.1999999999939,17.438399999998467
2026-03-24 17:34:35+00,281.32599999999996,65.19999999999754,16.430399999999384
2026-03-24 17:34:40+00,281.34399999999994,61.99999999999818,15.62399999999954
2026-03-24 17:34:45+00,281.35200000000003,59.59999999999127,15.0191999999978
2026-03-24 17:34:50+00,281.36,57.999999999992724,14.615999999998166
2026-03-24 17:34:55+00,281.358,57.999999999992724,14.615999999998166
2026-03-24 17:35:00+00,281.35,59.999999999990905,15.119999999997708
2026-03-24 17:35:05+00,281.33799999999997,62.39999999999782,15.724799999999451
2026-03-24 17:35:10+00,281.32599999999996,65.19999999999754,16.43039999999938
2026-03-24 17:35:15+00,281.306,69.1999999999939,17.438399999998463
2026-03-24 17:35:20+00,281.282,73.59999999999673,18.547199999999172
2026-03-24 17:35:25+00,281.258,78.39999999999691,19.75679999999922
2026-03-24 17:35:30+00,281.23400000000004,81.99999999999363,20.663999999998396
2026-03-24 17:35:35+00,281.216,85.99999999999227,21.671999999998054
2026-03-24 17:35:40+00,281.2,89.59999999999809,22.579199999999517
2026-03-24 17:35:45+00,281.184,91.59999999999627,23.08319999999906
2026-03-24 17:35:50+00,281.18,93.99999999999409,23.68799999999851
2026-03-24 17:35:55+00,281.18,93.99999999999409,23.68799999999851
2026-03-24 17:36:00+00,281.18,93.59999999999445,23.587199999998603
2026-03-24 17:36:05+00,281.188,92.79999999999518,23.38559999999879
2026-03-24 17:36:10+00,281.204,89.59999999999809,22.57919999999952
2026-03-24 17:36:15+00,281.22200000000004,85.59999999999036,21.571199999997567
2026-03-24 17:36:20+00,281.248,81.599999999994,20.56319999999849
2026-03-24 17:36:25+00,281.27,76.79999999999836,19.353599999999588
2026-03-24 17:36:30+00,281.292,72.39999999999554,18.244799999998875
2026-03-24 17:36:35+00,281.31399999999996,67.59999999999536,17.03519999999883
2026-03-24 17:36:40+00,281.33599999999996,63.19999999999936,15.92639999999984
2026-03-24 17:36:45+00,281.35600000000005,59.19999999999163,14.918399999997893
2026-03-24 17:36:50+00,281.36400000000003,57.59999999999309,14.51519999999826
2026-03-24 17:36:55+00,281.37,55.99999999999454,14.111999999998625
2026-03-24 17:37:00+00,281.37,55.99999999999454,14.111999999998625
2026-03-24 17:37:05+00,281.36400000000003,57.19999999999345,14.414399999998349
2026-03-24 17:37:10+00,281.354,59.19999999999163,14.918399999997892
2026-03-24 17:37:15+00,281.33599999999996,61.99999999999818,15.62399999999954
2026-03-24 17:37:20+00,281.32,65.99999999999682,16.6319999999992
2026-03-24 17:37:25+00,281.3,69.59999999999354,17.53919999999837
2026-03-24 17:37:30+00,281.27599999999995,74.79999999999791,18.84959999999947
2026-03-24 17:37:35+00,281.254,78.39999999999691,19.75679999999922
2026-03-24 17:37:40+00,281.238,82.39999999999327,20.764799999998303
2026-03-24 17:37:45+00,281.218,85.99999999999227,21.671999999998054
2026-03-24 17:37:50+00,281.204,89.99999999999773,22.679999999999428
2026-03-24 17:37:55+00,281.188,91.99999999999591,23.183999999998967
2026-03-24 17:38:00+00,281.184,92.79999999999518,23.38559999999878
2026-03-24 17:38:05+00,281.19,93.59999999999445,23.587199999998603
2026-03-24 17:38:10+00,281.192,91.19999999999663,22.98239999999915
2026-03-24 17:38:15+00,281.202,89.59999999999809,22.57919999999952
2026-03-24 17:38:20+00,281.22200000000004,85.99999999999227,21.67199999999805
2026-03-24 17:38:25+00,281.24,82.39999999999327,20.764799999998303
2026-03-24 17:38:30+00,281.262,78.39999999999691,19.75679999999922
2026-03-24 17:38:35+00,281.282,73.19999999999709,18.446399999999265
2026-03-24 17:38:40+00,281.306,69.1999999999939,17.43839999999846
2026-03-24 17:38:45+00,281.32599999999996,64.79999999999791,16.329599999999473
2026-03-24 17:38:50+00,281.346,61.59999999999627,15.52319999999906
2026-03-24 17:38:55+00,281.358,58.39999999999236,14.716799999998074
2026-03-24 17:39:00+00,281.366,55.99999999999454,14.111999999998625
2026-03-24 17:39:05+00,281.37,55.99999999999454,14.111999999998625
2026-03-24 17:39:10+00,281.36400000000003,57.19999999999345,14.414399999998349
2026-03-24 17:39:15+00,281.354,58.39999999999236,14.716799999998074
2026-03-24 17:39:20+00,281.33599999999996,61.99999999999591,15.623999999998968
2026-03-24 17:39:25+00,281.318,66.79999999999609,16.833599999999016
2026-03-24 17:39:30+00,281.298,69.99999999999318,17.639999999998278
2026-03-24 17:39:35+00,281.272,74.80000000000018,18.849600000000045
2026-03-24 17:39:40+00,281.248,79.59999999999582,20.059199999998945
2026-03-24 17:39:45+00,281.228,84.39999999999145,21.268799999997846
2026-03-24 17:39:50+00,281.206,88.39999999999918,22.276799999999792
2026-03-24 17:39:55+00,281.19,91.19999999999663,22.982399999999153
2026-03-24 17:40:00+00,281.18,94.39999999999372,23.788799999998417
2026-03-24 17:40:05+00,281.17,95.99999999999227,24.19199999999805
2026-03-24 17:40:10+00,281.17,95.99999999999227,24.19199999999805
2026-03-24 17:40:15+00,281.172,95.59999999999263,24.091199999998143
2026-03-24 17:40:20+00,281.184,93.19999999999482,23.486399999998696
2026-03-24 17:40:25+00,281.2,89.99999999999773,22.679999999999428
2026-03-24 17:40:30+00,281.22,86.39999999999418,21.772799999998533
2026-03-24 17:40:35+00,281.238,82.7999999999929,20.86559999999821
2026-03-24 17:40:40+00,281.262,77.59999999999764,19.555199999999406
2026-03-24 17:40:45+00,281.28799999999995,72.39999999999554,18.244799999998875
2026-03-24 17:40:50+00,281.312,68.39999999999463,17.236799999998645
2026-03-24 17:40:55+00,281.33599999999996,62.79999999999973,15.825599999999932
2026-03-24 17:41:00+00,281.35200000000003,60.39999999999509,15.220799999998764
2026-03-24 17:41:05+00,281.36800000000005,57.59999999999309,14.51519999999826
2026-03-24 17:41:10+00,281.372,55.59999999999491,14.011199999998718
2026-03-24 17:41:15+00,281.37399999999997,54.799999999995634,13.8095999999989
2026-03-24 17:41:20+00,281.37,55.99999999999454,14.111999999998625
2026-03-24 17:41:25+00,281.36199999999997,57.19999999999345,14.414399999998349
2026-03-24 17:41:30+00,281.34399999999994,60.399999999992815,15.220799999998189
2026-03-24 17:41:35+00,281.33,64.39999999999827,16.228799999999563
2026-03-24 17:41:40+00,281.304,68.39999999999463,17.236799999998645
2026-03-24 17:41:45+00,281.282,72.79999999999518,18.345599999998782
2026-03-24 17:41:50+00,281.258,78.39999999999691,19.75679999999922
2026-03-24 17:41:55+00,281.23,83.59999999999218,21.067199999998028
2026-03-24 17:42:00+00,281.208,88.39999999999691,22.27679999999922
2026-03-24 17:42:05+00,281.192,91.19999999999663,22.982399999999153
2026-03-24 17:42:10+00,281.178,93.99999999999409,23.68799999999851
2026-03-24 17:42:15+00,281.168,96.79999999999154,24.393599999997868
2026-03-24 17:42:20+00,281.16400000000004,96.79999999999154,24.393599999997868
2026-03-24 17:42:25+00,281.168,97.19999999999118,24.494399999997775
2026-03-24 17:42:30+00,281.17400000000004,94.79999999999336,23.889599999998325
2026-03-24 17:42:35+00,281.188,92.39999999999554,23.284799999998874
2026-03-24 17:42:40+00,281.206,89.19999999999618,22.478399999999038
2026-03-24 17:42:45+00,281.22400000000005,85.59999999999263,21.571199999998143
2026-03-24 17:42:50+00,281.248,81.599999999994,20.56319999999849
2026-03-24 17:42:55+00,281.27,76.39999999999873,19.252799999999677
2026-03-24 17:43:00+00,281.294,71.599999999994,18.043199999998485
2026-03-24 17:43:05+00,281.318,66.79999999999609,16.833599999999013
2026-03-24 17:43:10+00,281.33399999999995,63.999999999998636,16.127999999999656
2026-03-24 17:43:15+00,281.35,60.39999999999509,15.220799999998764
2026-03-24 17:43:20+00,281.36199999999997,58.39999999999236,14.716799999998074
2026-03-24 17:43:25+00,281.366,57.999999999992724,14.615999999998166
2026-03-24 17:43:30+00,281.36199999999997,57.999999999992724,14.615999999998166
2026-03-24 17:43:35+00,281.35600000000005,58.39999999999236,14.716799999998074
2026-03-24 17:43:40+00,281.34399999999994,60.799999999994725,15.321599999998671
2026-03-24 17:43:45+00,281.32599999999996,63.999999999998636,16.127999999999656
2026-03-24 17:43:50+00,281.306,68.79999999999427,17.337599999998552
2026-03-24 17:43:55+00,281.284,71.99999999999363,18.143999999998393
2026-03-24 17:44:00+00,281.258,77.59999999999764,19.555199999999406
2026-03-24 17:44:05+00,281.23400000000004,83.19999999999254,20.96639999999812
2026-03-24 17:44:10+00,281.21000000000004,87.19999999999573,21.974399999998923
2026-03-24 17:44:15+00,281.192,90.799999999997,22.881599999999246
2026-03-24 17:44:20+00,281.17600000000004,94.39999999999372,23.788799999998417
2026-03-24 17:44:25+00,281.16600000000005,96.3999999999919,24.29279999999796
2026-03-24 17:44:30+00,281.16400000000004,96.79999999999154,24.393599999997868
2026-03-24 17:44:35+00,281.16600000000005,97.19999999999118,24.494399999997775
2026-03-24 17:44:40+00,281.178,95.199999999993,23.990399999998235
2026-03-24 17:44:45+00,281.192,92.39999999999554,23.284799999998874
2026-03-24 17:44:50+00,281.214,87.59999999999536,22.075199999998834
2026-03-24 17:44:55+00,281.23400000000004,83.19999999999254,20.96639999999812
2026-03-24 17:45:00+00,281.262,78.39999999999691,19.75679999999922
2026-03-24 17:45:05+00,281.282,73.99999999999864,18.64799999999965
2026-03-24 17:45:10+00,281.308,68.79999999999427,17.337599999998552
2026-03-24 17:45:15+00,281.33,64.39999999999827,16.228799999999563
2026-03-24 17:45:20+00,281.346,60.799999999994725,15.321599999998671
2026-03-24 17:45:25+00,281.358,58.39999999999236,14.716799999998074
2026-03-24 17:45:30+00,281.36400000000003,57.999999999992724,14.615999999998166
2026-03-24 17:45:35+00,281.36400000000003,56.799999999993815,14.313599999998441
2026-03-24 17:45:40+00,281.358,58.39999999999236,14.716799999998074
2026-03-24 17:45:45+00,281.34599999999995,59.999999999990905,15.119999999997708
2026-03-24 17:45:50+00,281.33,63.599999999999,16.027199999999745
2026-03-24 17:45:55+00,281.31,66.79999999999609,16.833599999999013
2026-03-24 17:46:00+00,281.29,71.599999999994,18.043199999998485
2026-03-24 17:46:05+00,281.268,75.99999999999909,19.15199999999977
2026-03-24 17:46:10+00,281.242,80.79999999999472,20.36159999999867
2026-03-24 17:46:15+00,281.22,85.59999999999263,21.571199999998143
2026-03-24 17:46:20+00,281.2,89.19999999999845,22.47839999999961
2026-03-24 17:46:25+00,281.188,92.39999999999554,23.284799999998874
2026-03-24 17:46:30+00,281.17600000000004,95.199999999993,23.990399999998232
2026-03-24 17:46:35+00,281.17400000000004,95.59999999999263,24.09119999999814
2026-03-24 17:46:40+00,281.17600000000004,95.199999999993,23.990399999998232
2026-03-24 17:46:45+00,281.182,93.59999999999445,23.587199999998603
2026-03-24 17:46:50+00,281.198,90.799999999997,22.881599999999242
2026-03-24 17:46:55+00,281.218,87.59999999999536,22.075199999998834
2026-03-24 17:47:00+00,281.24,82.39999999999327,20.764799999998303
2026-03-24 17:47:05+00,281.26599999999996,77.59999999999764,19.555199999999406
2026-03-24 17:47:10+00,281.28999999999996,72.39999999999554,18.244799999998875
2026-03-24 17:47:15+00,281.31399999999996,67.999999999995,17.135999999998738
2026-03-24 17:47:20+00,281.33599999999996,63.19999999999936,15.92639999999984
2026-03-24 17:47:25+00,281.354,59.59999999999354,15.019199999998373
2026-03-24 17:47:30+00,281.366,57.19999999999345,14.414399999998349
2026-03-24 17:47:35+00,281.37399999999997,55.59999999999491,14.011199999998718
2026-03-24 17:47:40+00,281.37600000000003,55.59999999999491,14.011199999998718
2026-03-24 17:47:45+00,281.372,55.19999999999527,13.910399999998807
2026-03-24 17:47:50+00,281.36400000000003,56.799999999993815,14.31359999999844
2026-03-24 17:47:55+00,281.348,59.99999999999545,15.119999999998853
2026-03-24 17:48:00+00,281.332,62.79999999999973,15.825599999999932
2026-03-24 17:48:05+00,281.308,67.59999999999536,17.03519999999883
2026-03-24 17:48:10+00,281.282,72.79999999999745,18.345599999999354
2026-03-24 17:48:15+00,281.258,78.39999999999691,19.75679999999922
2026-03-24 17:48:20+00,281.232,83.59999999999218,21.067199999998028
2026-03-24 17:48:25+00,281.21000000000004,87.59999999999536,22.07519999999883
2026-03-24 17:48:30+00,281.18600000000004,91.59999999999627,23.08319999999906
2026-03-24 17:48:35+00,281.17400000000004,95.199999999993,23.990399999998232
2026-03-24 17:48:40+00,281.16400000000004,97.19999999999118,24.494399999997775
2026-03-24 17:48:45+00,281.16,97.99999999999045,24.695999999997593
2026-03-24 17:48:50+00,281.168,96.3999999999919,24.292799999997957
2026-03-24 17:48:55+00,281.178,94.79999999999336,23.889599999998325
2026-03-24 17:49:00+00,281.194,91.19999999999663,22.98239999999915
2026-03-24 17:49:05+00,281.214,87.59999999999764,22.075199999999406
2026-03-24 17:49:10+00,281.238,83.19999999999254,20.966399999998117
2026-03-24 17:49:15+00,281.26599999999996,77.59999999999764,19.555199999999406
2026-03-24 17:49:20+00,281.294,71.19999999999436,17.942399999998578
2026-03-24 17:49:25+00,281.318,67.19999999999573,16.934399999998924
2026-03-24 17:49:30+00,281.342,61.59999999999627,15.52319999999906
2026-03-24 17:49:35+00,281.36199999999997,57.59999999999309,14.51519999999826
2026-03-24 17:49:40+00,281.37600000000003,54.399999999996,13.708799999998991
2026-03-24 17:49:45+00,281.38599999999997,52.79999999999745,13.305599999999359
2026-03-24 17:49:50+00,281.39,51.99999999999818,13.103999999999541
2026-03-24 17:49:55+00,281.38,53.599999999996726,13.507199999999173
2026-03-24 17:50:00+00,281.37,55.59999999999491,14.011199999998718
2026-03-24 17:50:05+00,281.35,59.59999999999354,15.019199999998373
2026-03-24 17:50:10+00,281.332,63.599999999999,16.027199999999745
2026-03-24 17:50:15+00,281.302,68.39999999999463,17.236799999998645
2026-03-24 17:50:20+00,281.28,73.99999999999636,18.647999999999083
2026-03-24 17:50:25+00,281.26,77.99999999999727,19.655999999999313
