time,Thermo Ch 5,Heater Ch 1
2026-04-22 11:51:14+00,1.25,
2026-04-22 11:51:15+00,1.2300000000000182,0
2026-04-22 11:51:16+00,1.2200000000000273,0
2026-04-22 11:51:17+00,1.2600000000000477,0
2026-04-22 11:51:18+00,1.3000000000000114,0
2026-04-22 11:51:19+00,1.1800000000000068,0
2026-04-22 11:51:20+00,1.2000000000000455,0
2026-04-22 11:51:21+00,1.2800000000000296,0
2026-04-22 11:51:22+00,1.25,0
2026-04-22 11:51:23+00,1.2300000000000182,0
2026-04-22 11:51:24+00,1.2600000000000477,0
2026-04-22 11:51:25+00,1.2100000000000364,0
2026-04-22 11:51:26+00,1.2200000000000273,0
2026-04-22 11:51:27+00,1.25,0
2026-04-22 11:51:28+00,1.2600000000000477,0
2026-04-22 11:51:29+00,1.2000000000000455,0
2026-04-22 11:51:30+00,1.1899999999999977,0
2026-04-22 11:51:31+00,1.2700000000000387,0
2026-04-22 11:51:32+00,1.2600000000000477,0
2026-04-22 11:51:33+00,1.2100000000000364,0
2026-04-22 11:51:34+00,1.2200000000000273,0
2026-04-22 11:51:35+00,1.2100000000000364,0
2026-04-22 11:51:36+00,1.2200000000000273,0
2026-04-22 11:51:37+00,1.2200000000000273,0
2026-04-22 11:51:38+00,1.1899999999999977,0
2026-04-22 11:51:39+00,1.2100000000000364,0
2026-04-22 11:51:40+00,1.240000000000009,0
2026-04-22 11:51:41+00,1.240000000000009,0
2026-04-22 11:51:42+00,1.2200000000000273,0
2026-04-22 11:51:43+00,1.2000000000000455,0
2026-04-22 11:51:44+00,1.240000000000009,0
2026-04-22 11:51:45+00,1.25,0
2026-04-22 11:51:46+00,1.2100000000000364,0
2026-04-22 11:51:47+00,1.2100000000000364,0
2026-04-22 11:51:48+00,1.25,0
2026-04-22 11:51:49+00,1.2300000000000182,0
2026-04-22 11:51:50+00,1.2200000000000273,0
2026-04-22 11:51:51+00,1.2200000000000273,0
2026-04-22 11:51:52+00,1.240000000000009,0
2026-04-22 11:51:53+00,1.2300000000000182,0
2026-04-22 11:51:54+00,1.2300000000000182,0
2026-04-22 11:51:55+00,1.2300000000000182,0
2026-04-22 11:51:56+00,1.2300000000000182,0
2026-04-22 11:51:57+00,1.240000000000009,0
2026-04-22 11:51:58+00,1.2300000000000182,0
2026-04-22 11:51:59+00,1.2300000000000182,0
2026-04-22 11:52:01+00,1.2200000000000273,0
2026-04-22 11:52:02+00,1.2200000000000273,0
2026-04-22 11:52:03+00,1.240000000000009,0
2026-04-22 11:52:04+00,1.2200000000000273,0
2026-04-22 11:52:05+00,1.2200000000000273,0
2026-04-22 11:52:06+00,1.2300000000000182,0
2026-04-22 11:52:07+00,1.2300000000000182,0
2026-04-22 11:52:08+00,1.2200000000000273,0
2026-04-22 11:52:09+00,1.2300000000000182,0
2026-04-22 11:52:10+00,1.2300000000000182,0
2026-04-22 11:52:11+00,1.2300000000000182,0
2026-04-22 11:52:12+00,1.240000000000009,0
2026-04-22 11:52:13+00,1.240000000000009,0
2026-04-22 11:52:14+00,1.25,0
2026-04-22 11:52:15+00,1.2300000000000182,0
2026-04-22 11:52:16+00,1.2300000000000182,0
2026-04-22 11:52:17+00,1.2600000000000477,0
2026-04-22 11:52:18+00,1.2300000000000182,0
2026-04-22 11:52:19+00,1.2300000000000182,0
2026-04-22 11:52:20+00,1.2700000000000387,0
2026-04-22 11:52:21+00,1.25,0
2026-04-22 11:52:22+00,1.2200000000000273,0
2026-04-22 11:52:23+00,1.2700000000000387,0
2026-04-22 11:52:24+00,1.2700000000000387,0
2026-04-22 11:52:25+00,1.2100000000000364,0
2026-04-22 11:52:26+00,1.2300000000000182,0
2026-04-22 11:52:27+00,1.2700000000000387,0
2026-04-22 11:52:28+00,1.2900000000000205,0
2026-04-22 11:52:29+00,1.2000000000000455,0
2026-04-22 11:52:30+00,1.2300000000000182,0
2026-04-22 11:52:31+00,1.2600000000000477,0
2026-04-22 11:52:32+00,1.2800000000000296,0
2026-04-22 11:52:33+00,1.2300000000000182,0
2026-04-22 11:52:34+00,1.240000000000009,0
2026-04-22 11:52:35+00,1.25,0
2026-04-22 11:52:36+00,1.2000000000000455,0
2026-04-22 11:52:37+00,1.3100000000000023,0
2026-04-22 11:52:38+00,1.3100000000000023,0
2026-04-22 11:52:39+00,1.2000000000000455,0
2026-04-22 11:52:40+00,1.2300000000000182,0
2026-04-22 11:52:41+00,1.2800000000000296,0
2026-04-22 11:52:42+00,1.2900000000000205,0
2026-04-22 11:52:43+00,1.2300000000000182,0
2026-04-22 11:52:44+00,1.25,0
2026-04-22 11:52:45+00,1.2700000000000387,0
2026-04-22 11:52:46+00,1.25,0
2026-04-22 11:52:47+00,1.2900000000000205,0
2026-04-22 11:52:48+00,1.2800000000000296,0
2026-04-22 11:52:49+00,1.25,0
2026-04-22 11:52:50+00,1.2300000000000182,0
2026-04-22 11:52:51+00,1.3000000000000114,0
2026-04-22 11:52:52+00,1.3100000000000023,0
2026-04-22 11:52:53+00,1.2300000000000182,0
2026-04-22 11:52:54+00,1.25,0
2026-04-22 11:52:55+00,1.2800000000000296,0
2026-04-22 11:52:56+00,1.2800000000000296,0
2026-04-22 11:52:57+00,1.25,0
2026-04-22 11:52:58+00,1.25,0
2026-04-22 11:52:59+00,1.2600000000000477,0
