time,Channel 1,Pin 1 Duty Cycle,Pin 1 Power (W)
2026-03-24 18:54:55+00,281.28599999999994,63.69999999999578,16.052399999998936
2026-03-24 18:55:00+00,281.284,64.39999999999912,16.22879999999978
2026-03-24 18:55:05+00,281.27799999999996,65.09999999999849,16.405199999999617
2026-03-24 18:55:10+00,281.26599999999996,67.19999999999857,16.93439999999964
2026-03-24 18:55:15+00,281.25,69.64999999999634,17.551799999999073
2026-03-24 18:55:20+00,281.238,72.09999999999411,18.16919999999852
2026-03-24 18:55:25+00,281.22400000000005,75.24999999999324,18.962999999998296
2026-03-24 18:55:30+00,281.202,78.04999999999865,19.66859999999966
2026-03-24 18:55:35+00,281.18600000000004,81.19999999999578,20.462399999998937
2026-03-24 18:55:40+00,281.17,83.29999999999387,20.991599999998453
2026-03-24 18:55:45+00,281.158,85.74999999999363,21.608999999998396
2026-03-24 18:55:50+00,281.15,88.19999999999936,22.22639999999984
2026-03-24 18:55:55+00,281.142,89.24999999999841,22.490999999999598
2026-03-24 18:56:00+00,281.13800000000003,89.94999999999777,22.66739999999944
2026-03-24 18:56:05+00,281.14,88.54999999999905,22.314599999999757
2026-03-24 18:56:10+00,281.15,88.54999999999905,22.31459999999976
2026-03-24 18:56:15+00,281.156,86.09999999999332,21.697199999998315
2026-03-24 18:56:20+00,281.17,83.99999999999324,21.167999999998294
2026-03-24 18:56:25+00,281.182,82.24999999999483,20.726999999998696
2026-03-24 18:56:30+00,281.198,79.79999999999706,20.109599999999258
2026-03-24 18:56:35+00,281.214,76.64999999999594,19.315799999998976
2026-03-24 18:56:40+00,281.232,73.14999999999316,18.433799999998275
2026-03-24 18:56:45+00,281.248,70.69999999999538,17.816399999998836
2026-03-24 18:56:50+00,281.26,68.24999999999761,17.198999999999398
2026-03-24 18:56:55+00,281.268,66.4999999999992,16.7579999999998
2026-03-24 18:57:00+00,281.274,65.79999999999984,16.58159999999996
2026-03-24 18:57:05+00,281.27599999999995,65.45000000000016,16.493400000000044
2026-03-24 18:57:10+00,281.274,65.45000000000016,16.49340000000004
2026-03-24 18:57:15+00,281.268,66.4999999999992,16.7579999999998
2026-03-24 18:57:20+00,281.258,68.5999999999973,17.287199999999316
2026-03-24 18:57:25+00,281.25,69.99999999999602,17.639999999998995
2026-03-24 18:57:30+00,281.236,72.09999999999411,18.16919999999852
2026-03-24 18:57:35+00,281.22200000000004,75.24999999999324,18.962999999998296
