time,Thermo Ch 5,Heater Ch 1
2026-05-06 07:26:00+00,10.550000000000011,0
2026-05-06 07:26:01+00,10.550000000000011,0
2026-05-06 07:26:02+00,10.550000000000011,0
2026-05-06 07:26:03+00,10.550000000000011,0
2026-05-06 07:26:04+00,10.550000000000011,0
2026-05-06 07:26:05+00,10.54000000000002,0
2026-05-06 07:26:06+00,10.54000000000002,0
2026-05-06 07:26:07+00,10.53000000000003,0
2026-05-06 07:26:08+00,10.54000000000002,0
2026-05-06 07:26:09+00,10.53000000000003,0
2026-05-06 07:26:10+00,10.53000000000003,0
2026-05-06 07:26:11+00,10.520000000000039,0
2026-05-06 07:26:12+00,10.520000000000039,0
2026-05-06 07:26:13+00,10.520000000000039,0
2026-05-06 07:26:14+00,10.520000000000039,0
2026-05-06 07:26:15+00,10.510000000000048,0
2026-05-06 07:26:16+00,10.510000000000048,0
2026-05-06 07:26:17+00,10.510000000000048,0
2026-05-06 07:26:18+00,10.5,0
2026-05-06 07:26:19+00,10.5,0
2026-05-06 07:26:20+00,10.5,0
2026-05-06 07:26:21+00,10.5,0
2026-05-06 07:26:22+00,10.490000000000009,0
2026-05-06 07:26:23+00,10.490000000000009,0
2026-05-06 07:26:24+00,10.490000000000009,0
2026-05-06 07:26:25+00,10.480000000000018,0
2026-05-06 07:26:26+00,10.480000000000018,0
2026-05-06 07:26:27+00,10.480000000000018,0
2026-05-06 07:26:28+00,10.480000000000018,0
2026-05-06 07:26:29+00,10.480000000000018,22.554
2026-05-06 07:26:30+00,10.470000000000027,24.816
2026-05-06 07:26:31+00,10.470000000000027,24.756
2026-05-06 07:26:32+00,10.470000000000027,24.672
2026-05-06 07:26:33+00,10.460000000000036,24.624
2026-05-06 07:26:34+00,10.460000000000036,24.612
2026-05-06 07:26:35+00,10.460000000000036,24.564
2026-05-06 07:26:36+00,10.460000000000036,24.528
2026-05-06 07:26:37+00,10.450000000000045,24.48
2026-05-06 07:26:38+00,10.450000000000045,24.48
2026-05-06 07:26:39+00,10.450000000000045,24.456
2026-05-06 07:26:40+00,10.450000000000045,24.432
2026-05-06 07:26:41+00,10.450000000000045,0
2026-05-06 07:26:42+00,10.450000000000045,0
2026-05-06 07:26:43+00,10.460000000000036,0
2026-05-06 07:26:44+00,10.460000000000036,0
2026-05-06 07:26:45+00,10.460000000000036,0
2026-05-06 07:26:46+00,10.470000000000027,0
2026-05-06 07:26:47+00,10.470000000000027,0
2026-05-06 07:26:48+00,10.470000000000027,0
2026-05-06 07:26:49+00,10.480000000000018,0
2026-05-06 07:26:50+00,10.490000000000009,0
