time,Thermo Ch 5,Heater Ch 1
2026-05-06 08:35:00+00,9.650000000000034,0
2026-05-06 08:35:01+00,9.640000000000043,0
2026-05-06 08:35:02+00,9.640000000000043,0
2026-05-06 08:35:03+00,9.629999999999995,0
2026-05-06 08:35:04+00,9.620000000000005,0
2026-05-06 08:35:05+00,9.610000000000014,0
2026-05-06 08:35:06+00,9.610000000000014,0
2026-05-06 08:35:07+00,9.600000000000023,0
2026-05-06 08:35:08+00,9.590000000000032,0
2026-05-06 08:35:09+00,9.580000000000041,0
2026-05-06 08:35:10+00,9.580000000000041,0
2026-05-06 08:35:11+00,9.57000000000005,0
2026-05-06 08:35:12+00,9.560000000000002,0
2026-05-06 08:35:13+00,9.560000000000002,0
2026-05-06 08:35:14+00,9.550000000000011,0
2026-05-06 08:35:15+00,9.54000000000002,0
2026-05-06 08:35:16+00,9.53000000000003,0
2026-05-06 08:35:17+00,9.53000000000003,0
2026-05-06 08:35:18+00,9.520000000000039,0
2026-05-06 08:35:19+00,9.510000000000048,0
2026-05-06 08:35:20+00,9.510000000000048,0
2026-05-06 08:35:21+00,9.5,0
2026-05-06 08:35:22+00,9.490000000000009,0
2026-05-06 08:35:23+00,9.490000000000009,0
2026-05-06 08:35:24+00,9.480000000000018,0
2026-05-06 08:35:25+00,9.470000000000027,0
2026-05-06 08:35:26+00,9.460000000000036,0
2026-05-06 08:35:27+00,9.460000000000036,0
2026-05-06 08:35:28+00,9.450000000000045,0
2026-05-06 08:35:29+00,9.450000000000045,0
2026-05-06 08:35:30+00,9.439999999999998,0
2026-05-06 08:35:31+00,9.439999999999998,0
2026-05-06 08:35:32+00,9.430000000000007,0
2026-05-06 08:35:33+00,9.420000000000016,0
2026-05-06 08:35:34+00,9.420000000000016,0
2026-05-06 08:35:35+00,9.410000000000025,0
2026-05-06 08:35:36+00,9.400000000000034,0
2026-05-06 08:35:37+00,9.400000000000034,0
2026-05-06 08:35:38+00,9.390000000000043,0
2026-05-06 08:35:39+00,9.379999999999995,0
2026-05-06 08:35:40+00,9.379999999999995,0
2026-05-06 08:35:41+00,9.370000000000005,0
2026-05-06 08:35:42+00,9.370000000000005,0
2026-05-06 08:35:43+00,9.360000000000014,0
2026-05-06 08:35:44+00,9.360000000000014,0
2026-05-06 08:35:45+00,9.350000000000023,0
2026-05-06 08:35:46+00,9.340000000000032,0
2026-05-06 08:35:47+00,9.340000000000032,0
2026-05-06 08:35:48+00,9.330000000000041,0
2026-05-06 08:35:49+00,9.330000000000041,0
2026-05-06 08:35:50+00,9.32000000000005,0
2026-05-06 08:35:51+00,9.310000000000002,0
2026-05-06 08:35:52+00,9.310000000000002,0
2026-05-06 08:35:53+00,9.310000000000002,0
2026-05-06 08:35:54+00,9.300000000000011,0
2026-05-06 08:35:55+00,9.300000000000011,0
2026-05-06 08:35:56+00,9.29000000000002,0
2026-05-06 08:35:57+00,9.29000000000002,0
2026-05-06 08:35:58+00,9.28000000000003,0
2026-05-06 08:35:59+00,9.270000000000039,0
2026-05-06 08:36:00+00,9.270000000000039,47.151
2026-05-06 08:36:01+00,9.270000000000039,48.324
2026-05-06 08:36:02+00,9.270000000000039,48.168
2026-05-06 08:36:03+00,9.29000000000002,48.108
2026-05-06 08:36:04+00,9.350000000000023,47.708
2026-05-06 08:36:05+00,9.420000000000016,39.252
2026-05-06 08:36:06+00,9.5,32.026
2026-05-06 08:36:07+00,9.590000000000032,13.206
2026-05-06 08:36:08+00,9.689999999999998,0
2026-05-06 08:36:09+00,9.79000000000002,0
2026-05-06 08:36:10+00,9.879999999999995,0
2026-05-06 08:36:11+00,9.970000000000027,0
2026-05-06 08:36:12+00,10.03000000000003,0
2026-05-06 08:36:13+00,10.100000000000023,0.02
2026-05-06 08:36:14+00,10.150000000000034,11.217
2026-05-06 08:36:15+00,10.189999999999998,17.732
